fg,3pm,ft,reb,ast,stl,blk,tov,pts
0.40222796352583595,0.08820033847043891,0.6458533434650457,1.3973729085402378,0.531361069014739,0.25163865457301243,0.179765871063975,0.46917196510499215,2.133861269887063
0.4912529761904762,0.3201928442150126,0.7521011904761901,7.449108752664105,2.364148784414945,0.9694908882204094,0.9505010309183078,2.236170488396752,16.973293998177724
0.4425925925925927,1.0067868341452804,0.7978382066276799,3.0662974119249604,2.5762556625415,0.9593626958741948,0.2650803378869647,1.5753113754644175,12.392400944395575
0.4788977443609021,0.1623397320275282,0.7033984962406017,4.972422869556779,1.1482014393115898,0.6255361876095507,0.6690005566938334,1.245486500752287,7.830723725330275
0.4653939393939393,0.7860463775469247,0.8018636363636363,4.2084100793349775,9.614261297259478,1.7933540857692774,0.23753981214700773,3.2559620240592664,16.83810622644497
0.4757850589777199,0.050419440895447795,0.6537876802096984,4.425819165186706,0.777303158529578,0.4898952590592981,0.6617536961903149,0.9397979292000564,5.134863368399921
0.4414365781710914,0.7844327431850383,0.7828126843657814,2.703542677102314,1.7412199630028027,0.7516500029172073,0.2360559429458197,1.1968019536283414,9.257709825096981
0.47154166666666664,1.1166553679651876,0.8147777777777776,4.963339273035262,4.062848905595716,1.3150732397089462,0.47190765809628515,2.819170432700303,24.61218010884694
0.45747540983606544,1.141467160644253,0.7976803278688523,4.619726307967071,7.668389534016407,1.7531836260442595,0.33254276822064427,3.127091495719187,21.087586960708148
0.45088636363636364,0.4028359307819522,0.7617348484848485,3.458123352711021,7.810154644133079,1.5543644577336173,0.19023134431511762,2.390940896275952,9.900550248491033
0.4239361313868614,0.4396264141315169,0.7711332116788321,2.0123814467281185,3.5890989528260477,0.8948807591442507,0.1289627466604886,1.4699031765665806,6.654389754318297
0.45502046783625716,1.0983136863397502,0.8131520467836257,3.5578199361586424,2.780898175820102,1.0908560941114953,0.31246163781796393,1.8609479323045368,15.881504647349285
0.4730892116182574,0.35570911516755993,0.7374502074688796,5.313157010330225,1.5075553011495437,0.7447062852493106,0.6564713854773645,1.4964819132420062,10.521422778812
0.4920085227272728,0.1302955366039126,0.7218068181818181,7.890779160056117,1.7685732064215351,0.81000256167402,1.1068116828286143,1.8975100677143062,12.81475872410018
0.5001264367816092,0.13070393908056924,0.717919540229885,10.331431908838248,2.21812415279364,0.9190003838727382,1.182784554863039,2.239301304555902,15.110912313428672
0.5045647482014387,0.020768308076522322,0.691902877697842,8.110448523973188,1.291461854066797,0.7028054948713969,1.1907045151470328,1.5536322857093072,9.8572269157659
0.4834972375690606,0.5835278165069132,0.7815359116022097,7.053055377162959,3.0187519120655213,1.1744038147731006,0.7402780029249145,2.5947479802547213,21.227147987779485
0.4877666666666668,0.9908390862995939,0.8166777777777778,6.367957477506581,5.024360337641005,1.6771054324004973,0.6821273893378036,3.224147510960217,29.422351046742108
0.4124085027726431,0.31865486355589706,0.7493401109057302,1.4010165415174431,1.5276799809790131,0.4994248316331203,0.11453858659738857,0.8288626838260351,4.237831532812512
0.4383398692810456,0.47276220279113923,0.7565261437908498,2.376208709495853,1.1956800697771406,0.5646318614604089,0.24602770515114955,0.91512131136621,6.466610640480041
0.5077616822429907,0.14081111039299501,0.7320654205607475,10.48594032411187,2.683556754816567,0.9958180583081158,1.4808094944473946,2.6955147792027017,19.558471793349465
0.44777104377104376,0.7265334651916175,0.7975723905723908,3.2830733520047364,6.322005001361322,1.4502316131365012,0.21004474325576356,2.4443997467973566,13.435941451106848
0.5027499999999999,0.01148223853196722,0.622417910447761,7.348519369871797,1.0252435522579926,0.6548964339259439,1.2059882650983318,1.1920047986404647,6.380191831157517
0.47303160919540205,0.5166577171454452,0.7520316091954022,5.448843001379533,2.2391240262091925,1.0051946620941823,0.6141076450848847,1.884399725012434,13.72898147045079
0.4495263157894737,1.1066393896709685,0.8111447368421053,3.6510321590860673,5.7501807274675665,1.4017978898273038,0.27296078501349036,2.610105375657864,17.14926957184637
0.44488206388206375,0.6488001273454382,0.7947321867321867,2.569063995538361,4.398488697373431,1.074737787385965,0.17884348717394244,1.8286176688868088,9.975118864899224
0.4665714285714286,1.0276984236243203,0.824428571428571,4.1274108847375075,3.3195375254884514,1.1735632776249671,0.3808029990366687,2.331297539267096,19.807106018997832
0.4586982922201138,0.06277375552942809,0.6533633776091078,2.9650216828184,0.5332493386877732,0.34316397913413876,0.45535313384461024,0.6773434661256511,3.5339991810638627
0.5136052631578948,0.019873812675841162,0.637157894736842,12.19862474406002,1.6732921015705666,0.8372823065250571,1.6267948736092872,1.7562217596054974,9.921666021715838
0.5161923076923076,0.2211357592939807,0.7415000000000002,11.168547195734257,3.1516283763023565,1.2212411524620435,1.8243160687910518,2.9716937400843007,24.89806043149277
